ID,Price
1,0.884804318
2,0.654058796
3,0.397298079
4,0.53502485
5,0.6264118
6,0.079716025
7,0.368054451
8,0.293403983
9,0.783244334
10,0.309865306
11,0.927196636
12,0.170885195
13,0.911121288
14,0.197667922
15,0.73042193
16,0.689246393
17,0.359527696
18,0.724558665
19,0.543659373
20,0.137355922
21,0.442689845
22,0.568658173
23,0.183792252
24,0.093788714
25,0.028458924
26,0.892198858
27,0.987942228
28,0.360802934
29,0.554640726
30,0.69933167
31,0.81064011
32,0.320120718
33,0.159815521
34,0.734159192
35,0.607421573
36,0.751731306
37,0.127395983
38,0.695243988
39,0.403239881
40,0.498080941
41,0.180291968
42,0.392199954
43,0.147235026
44,0.340794013
45,0.682849865
46,0.183711496
47,0.85610771
48,0.044362409
49,0.701169016
50,0.830117216
51,0.165025641
52,0.460756202
53,0.355816749
54,0.124660523
55,0.869896941
56,0.684457384
57,0.034055971
58,0.503087721
59,0.755399038
60,0.41072718
61,0.777419665
62,0.308617803
63,0.997268075
64,0.400990419
65,0.414829189
66,0.910531033
67,0.370979806
68,0.021683978
69,0.863401396
70,0.833377965
71,0.04018842
72,0.298937803
73,0.59454893
74,0.800148076
75,0.697532132
76,0.425197822
77,0.239289586
78,0.755451761
79,0.020193846
80,0.955008355
81,0.215503459
82,0.795747599
83,0.788610204
84,0.34341123
85,0.287111298
86,0.622177941
87,0.286041295
88,0.289423705
89,0.103879012
90,0.4085667
91,0.778747766
92,0.154881673
93,0.413743836
94,0.057747803
95,0.019075318
96,0.475763353
97,0.257348935
98,0.818125771
99,0.633814229
100,0.407935589
101,0.843082128
102,0.62398798
103,0.9719868
104,0.038890068
105,0.056511998
106,0.898554519
107,0.677532859
108,0.647498646
109,0.671763189
110,0.201954653
111,0.148051509
112,0.565576907
113,0.16674336
114,0.510030918
115,0.192522241
116,0.531972611
117,0.22701494
118,0.476582862
119,0.010254013
120,0.018225795
121,0.926242493
122,0.08162199
123,0.86071444
124,0.047578741
125,0.164649201
126,0.284674764
127,0.086338499
128,0.013867149
129,0.524923487
130,0.478019252
131,0.849759579
132,0.987425154
133,0.420600033
134,0.578310965
135,0.748197523
136,0.263789328
137,0.572415355
138,0.600151908
139,0.048548834
140,0.371609233
141,0.835331975
142,0.703587625
143,0.381509681
144,0.68405522
145,0.00288098
146,0.849863916
147,0.398247273
148,0.879610153
149,0.751881091
150,0.357577121
151,0.604128731
152,0.450835508
153,0.960173711
154,0.592558798
155,0.60696971
156,0.925751437
157,0.158615724
158,0.060608499
159,0.161720739
160,0.89960221
161,0.567648404
162,0.301351682
163,0.901813222
164,0.496903448
165,0.225549486
166,0.940179065
167,0.033674702
168,0.828522551
169,0.101527721
170,0.475959455
171,0.812849913
172,0.442085139
173,0.721256383
174,0.609061618
175,0.194014819
176,0.057058836
177,0.859378489
178,0.100673744
179,0.17871748
180,0.109406555
181,0.819828359
182,0.225352869
183,0.41744249
184,0.590000375
185,0.402348887
186,0.029039279
187,0.174545283
188,0.830444635
189,0.381302205
190,0.9256388
191,0.806166042
192,0.23452089
193,0.964633283
194,0.064674288
195,0.830020263
196,0.710301729
197,0.63006555
198,0.497071152
199,0.067731857
200,0.160273217
201,0.015062631
202,0.615967195
203,0.304964379
204,0.438081122
205,0.859343875
206,0.138632342
207,0.888759793
208,0.230704688
209,0.425375231
210,0.397270072
211,0.646762914
212,0.808708124
213,0.246123876
214,0.24090476
215,0.690445399
216,0.863885365
217,0.27254169
218,0.508976971
219,0.737563924
220,0.530749996
221,0.980348726
222,0.991159362
223,0.729501875
224,0.033855353
225,0.375524746
226,0.110256035
227,0.057800112
228,0.757955582
229,0.756143244
230,0.984073884
231,0.117201477
232,0.472226347
233,0.693797112
234,0.601347441
235,0.691630394
236,0.43641644
237,0.900500188
238,0.7758358
239,0.111731006
